iter	RMSE
373	0.6263803083
374	0.6261772037
375	0.6260640901
376	0.625933674
377	0.6257740755
378	0.6256006288
379	0.6254160277
380	0.6252332773
381	0.6250752104
382	0.6249075038
383	0.6247478635
384	0.6246224964
385	0.6244195934
386	0.6242852702
387	0.6241287295
388	0.6239981086
389	0.6237200292
390	0.6235772858
391	0.6233643244
392	0.6232640866
393	0.6231307212
394	0.6229499101
395	0.6227836574
396	0.6226201409
397	0.6224960415
398	0.6222922536
399	0.6221315103
400	0.6219446156
401	0.6218302311
402	0.6217278212
403	0.6215732219
404	0.6213979614
405	0.6212744631
406	0.6211296078
407	0.6210283785
408	0.6208232489
409	0.6206213246
410	0.6204962839
411	0.6203356725
412	0.6201840088
413	0.620022022
414	0.6198139507
415	0.6196671346
416	0.6195743783
417	0.6194081997
418	0.6192124179
419	0.6190128352
420	0.6188550173
421	0.6187537562
422	0.6186106749
423	0.6185219842
424	0.61842494
425	0.6181757597
426	0.6179929574
427	0.6179030924
428	0.6176790548
429	0.617524232
430	0.6173405493
431	0.6172554574
432	0.617020724
433	0.6169347758
434	0.6167405746
435	0.6166019068
436	0.6164561813
437	0.6162993322
438	0.6161077097
439	0.6160054934
440	0.6158368858
441	0.6156913894
442	0.6155301486
443	0.6153995391
444	0.6152652987
445	0.6151379426
446	0.6149940993
447	0.6148229501
448	0.6146521259
449	0.6144951642
450	0.6143649659
451	0.6141731592
452	0.6139559929
453	0.6138273182
454	0.6136756301
455	0.6135034476
456	0.6133088316
457	0.6132078483
458	0.613072144
459	0.6129702518
460	0.612829588
461	0.6126900499
462	0.6125634965
463	0.6123664512
464	0.6121986205
465	0.6119926435
466	0.6118194109
467	0.6117050762
468	0.6115614658
469	0.6113727697
470	0.6112430266
471	0.6111358984
472	0.611026329
473	0.6108848643
474	0.6107226817
475	0.6104955601
476	0.6103123853
477	0.6101049095
478	0.6098820337
479	0.6096978104
480	0.6095046717
481	0.6094162257
482	0.6092808017
483	0.6090787745
484	0.6089338108
485	0.6087783402
486	0.6086407595
487	0.6084673372
488	0.6082982822
489	0.6081833358
490	0.6079968948
491	0.6077810882
492	0.6075760485
493	0.6073372653
494	0.6072173875
495	0.6070512161
496	0.6069682878
497	0.6068097227
498	0.6066269324
499	0.6064697549
500	0.6063124309
501	0.6061851181
502	0.6060554843
503	0.6058756208
504	0.6056520142
505	0.6055279937
506	0.6053765634
507	0.6051881882
508	0.6050235849
509	0.6048666623
510	0.6046332153
511	0.6045021399
512	0.6043573889
513	0.6042289814
514	0.6040358391
515	0.603928558
516	0.6037512609
517	0.6035778664
518	0.6034463842
519	0.6032685733
520	0.6031621681
521	0.6030193401
522	0.6028643539
523	0.6027087928
524	0.6025943864
525	0.6024128625
526	0.6022599349
527	0.6021157227
528	0.601964612
529	0.6017544935
530	0.6015807307
531	0.6014061759
532	0.6012955212
533	0.6011222207
534	0.6009760152
535	0.6007959426
536	0.6006629862
537	0.6003831256
538	0.6001770956
539	0.5999853155
540	0.5997637029
541	0.5995700487
542	0.5993636151
543	0.5992475737
544	0.5991147709
545	0.5989225103
546	0.5986804134
547	0.5984715291
548	0.5983089535
549	0.5981479247
550	0.5979912436
551	0.5978462718
552	0.597672631
553	0.5974941632
554	0.597337623
555	0.5970770877
556	0.596911295
557	0.596793167
558	0.5966336467
559	0.5964538947
560	0.5963030737
561	0.596138962
562	0.5959319303
563	0.5957778531
564	0.5956024907
565	0.5954500646
566	0.5952749479
567	0.5950943817
568	0.5949167273
569	0.5947712909
570	0.5946692807
571	0.5945172837
572	0.5943496976
573	0.5942108733
574	0.5940155795
575	0.5937697348
576	0.5935259769
577	0.5933717701
578	0.5931951401
579	0.5930557594
580	0.5929436018
581	0.5927431638
582	0.5926348786
583	0.5924085279
584	0.5922251795
585	0.5920276976
586	0.591854878
587	0.5917234321
588	0.5915535441
589	0.5913857156
590	0.5912714077
591	0.5911219068
592	0.5910025661
593	0.5907849325
594	0.5906136893
595	0.5904681164
596	0.5903303906
597	0.590215128
598	0.5900385869
599	0.5898876421
600	0.5897048108
601	0.5895247131
602	0.5893876696
603	0.5892321596
604	0.5891113787
605	0.5888816671
606	0.5887175464
607	0.5885809265
608	0.588425643
609	0.5883360772
610	0.5881494205
611	0.587989756
612	0.5878833161
613	0.5877717035
614	0.587654836
615	0.5874677922
616	0.5873247931
617	0.5871766812
618	0.5870680136
619	0.5868652945
620	0.5866317882
621	0.5864804419
622	0.5863285917
623	0.5862731403
624	0.5861568004
625	0.5860363583
626	0.5858722376
627	0.585718269
628	0.5855974339
629	0.5854235266
630	0.5853076614
631	0.5851280196
632	0.5849577538
633	0.5848491006
634	0.584741362
635	0.5845565021
636	0.584369205
637	0.5842324819
638	0.5840935104
639	0.583883335
640	0.58376374
641	0.5836500596
642	0.5834542939
643	0.5832647161
644	0.5830984227
645	0.5829354067
646	0.5828603553
647	0.5826722307
648	0.5825297766
649	0.5823664797
650	0.5821971411
651	0.5820729482
652	0.5819295071
653	0.5817153433
654	0.5816266209
655	0.5814564033
656	0.5813024762
657	0.581172412
658	0.5810042768
659	0.580822089
660	0.5806809447
661	0.5804475834
662	0.5802871895
663	0.5801542916
664	0.5800689311
665	0.5799274493
666	0.5797834564
667	0.5796604558
668	0.5794969039
669	0.5793591686
670	0.5792573526
671	0.5791218697
672	0.5789520447
673	0.578807708
674	0.5786273619
675	0.5784759113
676	0.5782787377
677	0.5781468555
678	0.5780202942
679	0.5778492872
680	0.5777226256
681	0.5775342668
682	0.5773491213
683	0.5772000222
684	0.577068244
685	0.5769490904
686	0.5767897555
687	0.5766290441
688	0.5765156356
689	0.576337063
690	0.5761942909
691	0.5760482618
692	0.5758772447
693	0.5756890327
694	0.5755396545
695	0.5753545179
696	0.5751643655
697	0.5750037305
698	0.5748816554
699	0.5747417207
700	0.5746324542
701	0.5745091347
702	0.5743987957
703	0.5743031375
704	0.5741448479
705	0.5740145821
706	0.5738689032
707	0.573709593
708	0.5735070698
709	0.5733304421
710	0.5731215961
711	0.5729961503
712	0.5729050845
713	0.5727886753
714	0.5725563088
715	0.5723920573
716	0.5722716505
717	0.5721430035
718	0.5720004539
719	0.5718745506
720	0.5717435125
721	0.5716594994
722	0.571516046
723	0.5714235563
724	0.5712890727
725	0.5711546799
726	0.5710835513
727	0.5708501136
728	0.5706972911
729	0.5705399048
730	0.5704132564
731	0.5702202824
732	0.5700537722
733	0.569938836
734	0.5698150172
735	0.5696492137
736	0.5695655836
737	0.5694486268
738	0.569253197
739	0.5690931307
740	0.5689698082
741	0.5688379918
742	0.5687551153
743	0.5686178381
744	0.5684819462
745	0.5683708008
746	0.568251134
747	0.5680461724
748	0.5679308063
749	0.5677850534
750	0.5676401338
751	0.5675435667
752	0.5674202396
753	0.5672900635
754	0.5671527273
755	0.5670320557
756	0.5668992671
757	0.5667800779
758	0.5666523309
759	0.5665385133
760	0.5663758155
761	0.5662085283
762	0.5660428085
763	0.5659898114
764	0.5659021054
765	0.5657991156
766	0.5656432409
767	0.5654934898
768	0.5653517184
769	0.5652713365
770	0.5651645395
771	0.5650204277
772	0.5648661814
773	0.564709509
774	0.5645576165
775	0.5644244745
776	0.5642760009
777	0.564119338
778	0.5639290781
779	0.5638010647
780	0.5636713344
781	0.5635643081
782	0.5633536723
783	0.5632362645
784	0.5630616864
785	0.5628867813
786	0.5627276593
787	0.5626668619
788	0.5625917682
789	0.562460895
790	0.5623068902
791	0.5621039872
792	0.5620215992
793	0.5618850798
794	0.5617613284
795	0.56160527
796	0.5615005381
797	0.5614043497
798	0.5613404977
799	0.5612475453
800	0.5610600134
801	0.5609730429
802	0.5608370867
803	0.5607110228
804	0.5605514284
805	0.560454572
806	0.5602891179
807	0.5601495571
808	0.5599707604
809	0.5598555573
810	0.5597751511
811	0.5596260027
812	0.5594612649
813	0.5593377519
814	0.5592031893
815	0.5590391435
816	0.5589236706
817	0.5588129456
818	0.5586836875
819	0.5585475891
820	0.5584529591
821	0.5582858101
822	0.5581751194
823	0.5580255657
824	0.5578805672
825	0.557704128
826	0.5575675452
827	0.5574269047
828	0.5573203677
829	0.5571051832
830	0.5569864718
831	0.5567953411
832	0.5567418559
833	0.5566560369
834	0.5564899786
835	0.5563965528
836	0.5562408673
837	0.5560192132
838	0.5558797698
839	0.5556605006
840	0.5555456536
841	0.5553854814
842	0.5552625207
843	0.5551734475
844	0.5549970602
845	0.5548088017
846	0.5547034356
847	0.554607696
848	0.5544477909
849	0.5543253036
850	0.55421414
851	0.5541030509
852	0.5539374691
853	0.5538194327
854	0.5536775165
855	0.5535624197
856	0.5534557984
857	0.5533284977
858	0.553177152
859	0.5530389731
860	0.5529469491
861	0.5528725504
862	0.55271711
863	0.5525809669
864	0.552493125
865	0.5523548368
866	0.5521885287
867	0.5521121208
868	0.5520230262
869	0.5519517244
870	0.5518745123
871	0.5517499627
872	0.5516475901
873	0.5514840263
874	0.5513264463
875	0.5511646352
876	0.5510579984
877	0.5509745438
878	0.5508179322
879	0.5506930291
880	0.5505140427
881	0.5503521006
882	0.5501930478
883	0.5500595915
884	0.5498977697
885	0.5497935518
886	0.5496356901
887	0.5495656703
888	0.5494861245
889	0.5492972709
890	0.5492056716
891	0.54910961
892	0.5489322979
893	0.5488494602
894	0.5486648033
895	0.5484948522
896	0.5484029694
897	0.5482985728
898	0.5481410581
899	0.5480292479
900	0.5478435361
901	0.5477001313
902	0.547545167
903	0.5474226223
904	0.5472576978
905	0.5471779334
906	0.5470918595
907	0.5469800443
908	0.5468868646
909	0.5467596871
910	0.5466604873
911	0.5464612606
912	0.5463093909
913	0.5461242413
914	0.5460021979
915	0.5457760704
916	0.5456225135
917	0.5454891096
918	0.5453898302
919	0.545288247
920	0.5451804412
921	0.5451147634
922	0.5449351543
923	0.5448233924
924	0.5447338259
925	0.5445646864
926	0.54440393
927	0.5443283716
928	0.5442104875
929	0.5441018964
930	0.5439779688
931	0.5438962345
932	0.5437997067
933	0.543722373
934	0.5436276731
935	0.5436106468
936	0.5434629037
937	0.5433458606
938	0.5432055303
939	0.5430883864
940	0.5429803559
941	0.5428124677
942	0.5427394378
943	0.5426724497
944	0.5425684982
945	0.5424919552
946	0.5423263782
947	0.5422306435
948	0.5421010176
949	0.5419694023
950	0.5418540014
951	0.5417247959
952	0.5415610768
953	0.5414368046
954	0.5413142641
955	0.5411742748
956	0.5410843544
957	0.5409102842
958	0.5407853974
959	0.5406455858
960	0.540510905
961	0.5402968483
962	0.5401815992
963	0.5400453991
964	0.5398747896
965	0.5397406132
966	0.5396360678
967	0.5395051422
968	0.5394071528
969	0.5392812523
970	0.5391588556
971	0.5390568879
972	0.5389164218
973	0.5387538063
974	0.5386572683
975	0.538525767
976	0.5384093729
977	0.5383298868
978	0.5382222651
979	0.5381001466
980	0.5379587158
981	0.5378695529
982	0.5376999157
983	0.5376289853
984	0.5375110787
985	0.5374405659
986	0.5373126069
987	0.5372201531
988	0.5370655079
989	0.5369710302
990	0.5368576273
991	0.5367158138
992	0.5365785271
993	0.5364987205
994	0.5363370232
995	0.5361921677
996	0.5360800879
997	0.5359214831
998	0.5358173714
999	0.535679927
1000	0.5355336731
1001	0.5354680828
1002	0.5353534453
1003	0.5352413641
1004	0.5351316287
1005	0.5350186616
1006	0.5348905208
1007	0.5347959427
1008	0.534649809
1009	0.5345675792
1010	0.5345586245
1011	0.5344065484
1012	0.5342972564
1013	0.5342413431
1014	0.5341028776
1015	0.5340015952
1016	0.5338563414
1017	0.5337484671
1018	0.5336167592
1019	0.5334805444
1020	0.5333773859
1021	0.5332789338
1022	0.5331436562
1023	0.5330403618
1024	0.532969875
1025	0.5329004568
1026	0.5327674915
1027	0.5325951493
1028	0.5324779989
1029	0.5323647652
1030	0.5322136459
1031	0.532071217
1032	0.5319297389
1033	0.5317539808
1034	0.5315739517
1035	0.5314216766
1036	0.5313441574
1037	0.5311173457
1038	0.531000271
1039	0.5309020927
1040	0.5308041241
1041	0.5307386171
1042	0.5305996529
1043	0.5304614841
1044	0.5303434395
1045	0.5301905068
1046	0.5300830036
1047	0.5299570794
1048	0.5298570223
1049	0.5296832238
1050	0.5295528578
1051	0.529453789
1052	0.5293079025
1053	0.52921663
1054	0.5291529244
1055	0.5289924917
1056	0.528850023
1057	0.5287342602
1058	0.528629961
1059	0.5285213297
1060	0.5284125497
1061	0.528309429
1062	0.5281304446
1063	0.5281234886
1064	0.528013017
1065	0.52787195
1066	0.5277059703
1067	0.5276263548
1068	0.5275412967
1069	0.5274429503
1070	0.5273144071
1071	0.5272155088
1072	0.5270978794
1073	0.5268889549
1074	0.5267425379
1075	0.5266448109
1076	0.5265607738
1077	0.5264569875
1078	0.526390028
1079	0.5263087786
1080	0.5262490326
1081	0.5261155736
1082	0.5259291543
1083	0.5258093813
1084	0.5256937309
1085	0.5255076843
1086	0.5253657244
1087	0.5252725549
1088	0.5251755652
1089	0.5250227422
1090	0.5249132068
1091	0.5248235828
1092	0.5247504213
1093	0.5246219172
1094	0.5244401814
1095	0.5243646597
1096	0.5242778537
1097	0.5241168215
1098	0.5240595762
1099	0.5239803033
